Feature,Std_Coefficient_Starts
Housing_Starts_Canada_Total,-0.7607953222057494
Reg_Lag1,0.3801384532334464
Consumer_Confidence_Index,0.3655944342143268
Industrial_Production_Index,0.2686673118587298
Unemployment_Rate,0.23235199371454632
Policy_Rate,0.19543226559518023
GDP_Growth_Pct,-0.1590071618026614
CPI_Index,0.10235541051741553
Reg_Lag2,-0.08455454765672865
Employment_Index,0.010841173785583136
